# Threshold Efficiency
0.009364 1.000000
0.009462 1.000000
0.009559 1.000000
0.009656 1.000000
0.009754 1.000000
0.009851 1.000000
0.009949 1.000000
0.010046 1.000000
0.010144 1.000000
0.010241 1.000000
0.010339 1.000000
0.010436 1.000000
0.010534 1.000000
0.010631 1.000000
0.010728 1.000000
0.010826 1.000000
0.010923 1.000000
0.011021 1.000000
0.011118 1.000000
0.011216 1.000000
0.011313 1.000000
0.011411 1.000000
0.011508 1.000000
0.011605 1.000000
0.011703 1.000000
0.011800 1.000000
0.011898 1.000000
0.011995 1.000000
0.012093 1.000000
0.012190 1.000000
0.012288 1.000000
0.012385 1.000000
0.012483 1.000000
0.012580 1.000000
0.012677 1.000000
0.012775 1.000000
0.012872 1.000000
0.012970 0.999704
0.013067 0.999704
0.013165 0.999704
0.013262 0.999704
0.013360 0.999704
0.013457 0.999704
0.013555 0.999704
0.013652 0.999704
0.013749 0.999704
0.013847 0.999704
0.013944 0.999704
0.014042 0.999704
0.014139 0.999704
0.014237 0.999704
0.014334 0.999704
0.014432 0.999704
0.014529 0.999704
0.014627 0.999704
0.014724 0.999704
0.014821 0.999704
0.014919 0.999704
0.015016 0.999704
0.015114 0.999704
0.015211 0.999704
0.015309 0.999704
0.015406 0.999704
0.015504 0.999704
0.015601 0.999704
0.015699 0.999704
0.015796 0.999704
0.015893 0.999704
0.015991 0.999704
0.016088 0.999704
0.016186 0.999704
0.016283 0.999704
0.016381 0.999704
0.016478 0.999704
0.016576 0.999704
0.016673 0.999704
0.016771 0.999704
0.016868 0.999704
0.016965 0.999704
0.017063 0.999704
0.017160 0.999704
0.017258 0.999704
0.017355 0.999704
0.017453 0.999704
0.017550 0.999704
0.017648 0.999704
0.017745 0.999704
0.017842 0.999704
0.017940 0.999704
0.018037 0.999704
0.018135 0.999704
0.018232 0.999704
0.018330 0.999704
0.018427 0.999704
0.018525 0.999704
0.018622 0.999704
0.018720 0.999704
0.018817 0.999704
0.018914 0.999704
0.019012 0.999704
0.019109 0.999704
0.019207 0.999704
0.019304 0.999704
0.019402 0.999704
0.019499 0.999704
0.019597 0.999704
0.019694 0.999704
0.019792 0.999704
0.019889 0.999704
0.019986 0.999409
0.020084 0.999409
0.020181 0.999409
0.020279 0.999409
0.020376 0.999409
0.020474 0.999409
0.020571 0.999409
0.020669 0.999409
0.020766 0.999409
0.020864 0.999409
0.020961 0.999409
0.021058 0.999409
0.021156 0.999409
0.021253 0.999409
0.021351 0.999409
0.021448 0.999409
0.021546 0.999409
0.021643 0.999409
0.021741 0.999409
0.021838 0.999409
0.021936 0.999409
0.022033 0.999409
0.022130 0.999409
0.022228 0.999409
0.022325 0.999409
0.022423 0.999409
0.022520 0.999409
0.022618 0.999409
0.022715 0.999409
0.022813 0.999409
0.022910 0.999409
0.023008 0.999409
0.023105 0.999409
0.023202 0.999409
0.023300 0.999409
0.023397 0.999409
0.023495 0.999409
0.023592 0.999409
0.023690 0.999409
0.023787 0.999409
0.023885 0.999409
0.023982 0.999409
0.024080 0.999409
0.024177 0.999409
0.024274 0.999409
0.024372 0.999409
0.024469 0.999409
0.024567 0.999409
0.024664 0.999409
0.024762 0.999409
0.024859 0.999409
0.024957 0.999409
0.025054 0.999409
0.025151 0.999409
0.025249 0.999409
0.025346 0.999409
0.025444 0.999409
0.025541 0.999409
0.025639 0.999409
0.025736 0.999409
0.025834 0.999409
0.025931 0.999409
0.026029 0.999409
0.026126 0.999409
0.026223 0.999409
0.026321 0.999409
0.026418 0.999409
0.026516 0.999409
0.026613 0.999409
0.026711 0.999409
0.026808 0.999409
0.026906 0.999409
0.027003 0.999409
0.027101 0.999409
0.027198 0.999409
0.027295 0.999409
0.027393 0.999409
0.027490 0.999409
0.027588 0.999409
0.027685 0.999409
0.027783 0.999409
0.027880 0.999409
0.027978 0.999409
0.028075 0.999409
0.028173 0.999409
0.028270 0.999409
0.028367 0.999409
0.028465 0.999409
0.028562 0.999409
0.028660 0.999409
0.028757 0.999409
0.028855 0.999409
0.028952 0.999409
0.029050 0.999409
0.029147 0.999409
0.029245 0.999409
0.029342 0.999409
0.029439 0.999409
0.029537 0.999409
0.029634 0.999409
0.029732 0.999409
0.029829 0.999409
0.029927 0.999409
0.030024 0.999409
0.030122 0.999409
0.030219 0.999409
0.030317 0.999409
0.030414 0.999409
0.030511 0.999409
0.030609 0.999409
0.030706 0.999409
0.030804 0.999409
0.030901 0.999409
0.030999 0.999409
0.031096 0.999409
0.031194 0.999409
0.031291 0.999409
0.031388 0.999409
0.031486 0.999409
0.031583 0.999409
0.031681 0.999409
0.031778 0.999409
0.031876 0.999409
0.031973 0.999409
0.032071 0.999409
0.032168 0.999409
0.032266 0.999409
0.032363 0.999409
0.032460 0.999409
0.032558 0.999409
0.032655 0.999409
0.032753 0.999409
0.032850 0.999409
0.032948 0.999409
0.033045 0.999409
0.033143 0.999409
0.033240 0.999409
0.033338 0.999409
0.033435 0.999409
0.033532 0.999409
0.033630 0.999409
0.033727 0.999409
0.033825 0.999409
0.033922 0.999409
0.034020 0.999409
0.034117 0.999409
0.034215 0.999409
0.034312 0.999409
0.034410 0.999409
0.034507 0.999409
0.034604 0.999409
0.034702 0.999409
0.034799 0.999409
0.034897 0.999409
0.034994 0.999409
0.035092 0.999409
0.035189 0.999409
0.035287 0.999409
0.035384 0.999409
0.035482 0.999409
0.035579 0.999409
0.035676 0.999409
0.035774 0.999409
0.035871 0.999409
0.035969 0.999409
0.036066 0.999409
0.036164 0.999409
0.036261 0.999409
0.036359 0.999409
0.036456 0.999409
0.036554 0.999409
0.036651 0.999113
0.036748 0.999113
0.036846 0.999113
0.036943 0.999113
0.037041 0.999113
0.037138 0.999113
0.037236 0.999113
0.037333 0.999113
0.037431 0.999113
0.037528 0.999113
0.037626 0.999113
0.037723 0.999113
0.037820 0.999113
0.037918 0.999113
0.038015 0.999113
0.038113 0.999113
0.038210 0.999113
0.038308 0.999113
0.038405 0.999113
0.038503 0.999113
0.038600 0.999113
0.038697 0.999113
0.038795 0.999113
0.038892 0.999113
0.038990 0.999113
0.039087 0.999113
0.039185 0.999113
0.039282 0.999113
0.039380 0.999113
0.039477 0.999113
0.039575 0.999113
0.039672 0.999113
0.039769 0.999113
0.039867 0.999113
0.039964 0.999113
0.040062 0.999113
0.040159 0.999113
0.040257 0.999113
0.040354 0.999113
0.040452 0.999113
0.040549 0.999113
0.040647 0.999113
0.040744 0.999113
0.040841 0.999113
0.040939 0.998522
0.041036 0.998522
0.041134 0.998522
0.041231 0.998522
0.041329 0.998522
0.041426 0.998522
0.041524 0.998522
0.041621 0.998522
0.041719 0.998522
0.041816 0.998522
0.041913 0.998522
0.042011 0.998522
0.042108 0.998522
0.042206 0.998522
0.042303 0.998522
0.042401 0.998522
0.042498 0.998522
0.042596 0.998522
0.042693 0.998522
0.042791 0.998522
0.042888 0.998522
0.042985 0.998227
0.043083 0.998227
0.043180 0.998227
0.043278 0.998227
0.043375 0.998227
0.043473 0.998227
0.043570 0.998227
0.043668 0.998227
0.043765 0.998227
0.043863 0.998227
0.043960 0.998227
0.044057 0.998227
0.044155 0.998227
0.044252 0.998227
0.044350 0.998227
0.044447 0.998227
0.044545 0.998227
0.044642 0.998227
0.044740 0.998227
0.044837 0.998227
0.044934 0.998227
0.045032 0.998227
0.045129 0.998227
0.045227 0.998227
0.045324 0.998227
0.045422 0.998227
0.045519 0.998227
0.045617 0.998227
0.045714 0.997931
0.045812 0.997931
0.045909 0.997931
0.046006 0.997931
0.046104 0.997931
0.046201 0.997931
0.046299 0.997931
0.046396 0.997931
0.046494 0.997931
0.046591 0.997931
0.046689 0.997931
0.046786 0.997931
0.046884 0.997636
0.046981 0.997636
0.047078 0.997636
0.047176 0.997636
0.047273 0.997636
0.047371 0.997636
0.047468 0.997636
0.047566 0.997636
0.047663 0.997636
0.047761 0.997340
0.047858 0.997340
0.047956 0.997340
0.048053 0.997340
0.048150 0.997340
0.048248 0.997340
0.048345 0.997340
0.048443 0.997340
0.048540 0.997340
0.048638 0.997340
0.048735 0.997340
0.048833 0.997340
0.048930 0.997340
0.049028 0.997340
0.049125 0.997340
0.049222 0.997340
0.049320 0.997340
0.049417 0.997340
0.049515 0.997340
0.049612 0.997340
0.049710 0.997340
0.049807 0.997340
0.049905 0.997340
0.050002 0.997340
0.050100 0.997340
0.050197 0.997340
0.050294 0.997340
0.050392 0.997340
0.050489 0.997340
0.050587 0.997340
0.050684 0.997340
0.050782 0.997340
0.050879 0.997340
0.050977 0.997340
0.051074 0.997340
0.051171 0.997340
0.051269 0.997340
0.051366 0.997340
0.051464 0.997340
0.051561 0.997340
0.051659 0.997340
0.051756 0.997340
0.051854 0.997340
0.051951 0.997340
